song,artist,difficulty,chart_constant,level,version
san skia,ユアミトス,Present,6.0,6,3.12.10
san skia,ユアミトス,Past,3.5,3,3.12.10
μ,Frums,Past,3.5,3,3.12.10
Stasis,Maozon,Future,10.8,10+,3.12.8
Protoflicker,Silentroom,Future,9.8,9+,3.12.8
PICO-Pico-Translation!,"t+pazolite,ななひら,Cranky,Pico*",Future,9.4,9,3.12.8
Dancin' on a Cat's Paw,Ino(chronoize),Future,9.2,9,3.12.8
Prism,bermei.inazawa ft. Chata,Future,8.0,8,3.12.8
Protoflicker,Silentroom,Present,7.0,7,3.12.8
Stasis,Maozon,Present,7.0,7,3.12.8
Dancin' on a Cat's Paw,Ino(chronoize),Present,6.0,6,3.12.8
PICO-Pico-Translation!,"t+pazolite,ななひら,Cranky,Pico*",Present,6.0,6,3.12.8
Prism,bermei.inazawa ft. Chata,Present,5.0,5,3.12.8
Stasis,Maozon,Past,4.5,4,3.12.8
Dancin' on a Cat's Paw,Ino(chronoize),Past,3.0,3,3.12.8
Protoflicker,Silentroom,Past,3.0,3,3.12.8
PICO-Pico-Translation!,"t+pazolite,ななひら,Cranky,Pico*",Past,2.0,2,3.12.8
Prism,bermei.inazawa ft. Chata,Past,2.0,2,3.12.8
Aurgelmir,溝口ゆうま feat. 大瀬良あい,Future,10.5,10,3.12.4
OMAKENO Stroke,t+pazolite,Beyond,10.3,10,3.12.4
MERLIN,REDALiCE,Beyond,9.4,9,3.12.4
Head BONK ache,saaa ft. MC iwata Bros.,Future,9.4,9,3.12.4
DDD,はがね,Future,8.5,8,3.12.4
Aurgelmir,溝口ゆうま feat. 大瀬良あい,Present,8.5,8,3.12.4
Head BONK ache,saaa ft. MC iwata Bros.,Present,7.0,7,3.12.4
DDD,はがね,Present,6.5,6,3.12.4
Aurgelmir,溝口ゆうま feat. 大瀬良あい,Past,4.5,4,3.12.4
Head BONK ache,saaa ft. MC iwata Bros.,Past,4.0,4,3.12.4
DDD,はがね,Past,2.5,2,3.12.4
overdead.,fn,Beyond,10.5,10,3.12.2
Singularity VVVIP,Arcaea Sound Team against. ETIA.,Beyond,10.4,10,3.12.2
Red and Blue and Green,fn(ArcaeaSoundTeam),Beyond,10.2,10,3.12.2
Ignotus Afterburn,Arcaea Sound Team,Beyond,9.9,9+,3.12.2
Kissing Lucifer,ETIA.,Future,10.4,10,3.12.0
NEO WINGS,SOUND HOLIC feat. Nana Takahashi,Future,10.2,10,3.12.0
Macrocosmic Modulation,JAKAZiD,Future,9.8,9+,3.12.0
NULCTRL,Silentroom,Future,9.5,9,3.12.0
Sakura Fubuki,Street,Future,9.4,9,3.12.0
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Future,8.4,8,3.12.0
Ävril -Flicka i krans-,Rigël Theatre,Future,8.3,8,3.12.0
Kissing Lucifer,ETIA.,Present,7.8,7+,3.12.0
Macrocosmic Modulation,JAKAZiD,Present,7.8,7+,3.12.0
NEO WINGS,SOUND HOLIC feat. Nana Takahashi,Present,7.5,7,3.12.0
NULCTRL,Silentroom,Present,7.5,7,3.12.0
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Present,6.5,6,3.12.0
Sakura Fubuki,Street,Present,6.5,6,3.12.0
Ävril -Flicka i krans-,Rigël Theatre,Present,6.0,6,3.12.0
Kissing Lucifer,ETIA.,Past,4.5,4,3.12.0
Macrocosmic Modulation,JAKAZiD,Past,4.0,4,3.12.0
NEO WINGS,SOUND HOLIC feat. Nana Takahashi,Past,4.0,4,3.12.0
Sakura Fubuki,Street,Past,3.5,3,3.12.0
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Past,3.0,3,3.12.0
NULCTRL,Silentroom,Past,3.0,3,3.12.0
Ävril -Flicka i krans-,Rigël Theatre,Past,3.0,3,3.12.0
init(),kamome sano,Future,9.8,9+,3.11.2
init(),kamome sano,Present,7.5,7,3.11.2
init(),kamome sano,Past,4.0,4,3.11.2
Medusa,HiTECH NINJA,Future,10.1,10,3.11.0
Haze of Autumn,karatoPαnchii feat.はるの,Future,9.8,9+,3.11.0
Final Step!,Lime,Future,9.4,9,3.11.0
Lights of Muse,Ayatsugu_Otowa,Future,8.9,8+,3.11.0
Haze of Autumn,karatoPαnchii feat.はるの,Present,7.0,7,3.11.0
Medusa,HiTECH NINJA,Present,7.0,7,3.11.0
Final Step!,Lime,Present,6.5,6,3.11.0
Lights of Muse,Ayatsugu_Otowa,Present,6.0,6,3.11.0
Medusa,HiTECH NINJA,Past,4.5,4,3.11.0
Final Step!,Lime,Past,3.5,3,3.11.0
Haze of Autumn,karatoPαnchii feat.はるの,Past,3.5,3,3.11.0
Lights of Muse,Ayatsugu_Otowa,Past,2.5,2,3.11.0
PRAGMATISM -RESURRECTION-,Laur,Beyond,11.2,11,3.10.0
Heavensdoor,LeaF,Beyond,10.8,10+,3.10.0
Lightning Screw,HiTECH NINJA,Future,10.5,10,3.10.0
Kanagawa Cyber Culvert,南ゆに,Beyond,9.8,9+,3.10.0
qualia -ideaesthesia-,nitro,Beyond,9.8,9+,3.10.0
nέo κósmo,ak+q × Street,Future,9.7,9+,3.10.0
Antithese,Blacklolita,Beyond,9.6,9,3.10.0
Blocked Library,影虎。,Future,9.3,9,3.10.0
Blue Rose,Cosmograph,Future,9.1,9,3.10.0
First Snow,黒魔,Future,7.8,7+,3.10.0
Lightning Screw,HiTECH NINJA,Present,7.8,7+,3.10.0
nέo κósmo,ak+q × Street,Present,7.8,7+,3.10.0
Blocked Library,影虎。,Present,6.5,6,3.10.0
Blue Rose,Cosmograph,Present,6.0,6,3.10.0
First Snow,黒魔,Present,4.5,4,3.10.0
Lightning Screw,HiTECH NINJA,Past,4.5,4,3.10.0
nέo κósmo,ak+q × Street,Past,4.0,4,3.10.0
Blocked Library,影虎。,Past,3.5,3,3.10.0
First Snow,黒魔,Past,2.5,2,3.10.0
Blue Rose,Cosmograph,Past,2.0,2,3.10.0
Live Fast Die Young,anubasu-anubasu,Future,10.6,10,3.9.0
Summer Fireworks of Love,karatoPαnchii feat.はるの,Future,9.9,9+,3.9.0
Ascent,TANUKI,Future,9.8,9+,3.9.0
Cosmica,Nhato,Future,8.8,8+,3.9.0
Live Fast Die Young,anubasu-anubasu,Present,8.5,8,3.9.0
Summer Fireworks of Love,karatoPαnchii feat.はるの,Present,6.5,6,3.9.0
Ascent,TANUKI,Present,6.0,6,3.9.0
Cosmica,Nhato,Present,5.0,5,3.9.0
Live Fast Die Young,anubasu-anubasu,Past,4.5,4,3.9.0
Ascent,TANUKI,Past,3.0,3,3.9.0
Summer Fireworks of Love,karatoPαnchii feat.はるの,Past,3.0,3,3.9.0
Cosmica,Nhato,Past,2.5,2,3.9.0
Redolent Shape,Sanaas,Future,10.2,10,3.8.8
Redolent Shape,Sanaas,Present,7.5,7,3.8.8
Redolent Shape,Sanaas,Past,4.5,4,3.8.8
lastendconductor,zts,Beyond,10.2,10,3.8.6
G e n g a o z o,-45,Future,10.1,10,3.8.6
goldenslaughterer,zts,Future,9.7,9+,3.8.6
lastendconductor,zts,Future,9.4,9,3.8.6
G e n g a o z o,-45,Present,8.1,8,3.8.6
lastendconductor,zts,Present,7.5,7,3.8.6
goldenslaughterer,zts,Present,6.5,6,3.8.6
G e n g a o z o,-45,Past,4.0,4,3.8.6
goldenslaughterer,zts,Past,4.0,4,3.8.6
lastendconductor,zts,Past,3.5,3,3.8.6
ENERGY SYNERGY MATRIX,Tanchiky,Future,9.6,9,3.8.4
ENERGY SYNERGY MATRIX,Tanchiky,Present,7.0,7,3.8.4
ENERGY SYNERGY MATRIX,Tanchiky,Past,3.5,3,3.8.4
Evening in Scarlet,Freezer feat.妃苺,Future,9.5,9,3.8.2
blue comet,ああああ,Future,8.2,8,3.8.2
Evening in Scarlet,Freezer feat.妃苺,Present,7.0,7,3.8.2
blue comet,ああああ,Present,5.0,5,3.8.2
Evening in Scarlet,Freezer feat.妃苺,Past,4.0,4,3.8.2
blue comet,ああああ,Past,3.5,3,3.8.2
GENOCIDER,DJ Myosuke,Future,10.8,10+,3.8.0
Sheriruth (Laur Remix),Laur,Future,10.5,10,3.8.0
Quon,DJ Noriken,Beyond,10.2,10,3.8.0
Mazy Metroplex,aran,Future,9.8,9+,3.8.0
Let you DIVE! (nitro rmx),nitro (lowiro),Future,9.4,9,3.8.0
with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Future,9.4,9,3.8.0
GENOCIDER,DJ Myosuke,Present,8.9,8+,3.8.0
Quon,DJ Noriken,Future,8.7,8+,3.8.0
Mazy Metroplex,aran,Present,7.8,7+,3.8.0
Sheriruth (Laur Remix),Laur,Present,7.8,7+,3.8.0
Let you DIVE! (nitro rmx),nitro (lowiro),Present,6.5,6,3.8.0
with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Present,6.5,6,3.8.0
Quon,DJ Noriken,Present,6.0,6,3.8.0
GENOCIDER,DJ Myosuke,Past,4.5,4,3.8.0
Sheriruth (Laur Remix),Laur,Past,4.0,4,3.8.0
Let you DIVE! (nitro rmx),nitro (lowiro),Past,3.0,3,3.8.0
Mazy Metroplex,aran,Past,3.0,3,3.8.0
Quon,DJ Noriken,Past,2.5,2,3.8.0
with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Past,2.5,2,3.8.0
Divine Light of Myriad,yoho,Future,10.8,10+,3.7.0
Seclusion,Laur feat. Sennzai,Future,10.6,10,3.7.0
HIVEMIND,かたぎり,Future,10.0,10,3.7.0
AlterAle,Arik Kau Delay (アラ＆かゆき＆でり）,Future,9.7,9+,3.7.0
False Embellishment,影虎。 & ikaruga_nex,Future,9.3,9,3.7.0
Small Cloud Sugar Candy,テヅカ x Aoi feat.桃雛なの,Future,9.3,9,3.7.0
HIVEMIND,かたぎり,Present,8.6,8,3.7.0
Divine Light of Myriad,yoho,Present,7.8,7+,3.7.0
Seclusion,Laur feat. Sennzai,Present,7.5,7,3.7.0
False Embellishment,影虎。 & ikaruga_nex,Present,6.5,6,3.7.0
Small Cloud Sugar Candy,テヅカ x Aoi feat.桃雛なの,Present,6.5,6,3.7.0
AlterAle,Arik Kau Delay (アラ＆かゆき＆でり）,Present,6.0,6,3.7.0
Divine Light of Myriad,yoho,Past,4.5,4,3.7.0
HIVEMIND,かたぎり,Past,4.0,4,3.7.0
Seclusion,Laur feat. Sennzai,Past,4.0,4,3.7.0
False Embellishment,影虎。 & ikaruga_nex,Past,3.5,3,3.7.0
AlterAle,Arik Kau Delay (アラ＆かゆき＆でり）,Past,3.0,3,3.7.0
Small Cloud Sugar Candy,テヅカ x Aoi feat.桃雛なの,Past,3.0,3,3.7.0
REKKA RESONANCE,REDALiCE vs Kobaryo,Future,10.7,10+,3.6.4
Bookmaker (2D Version),Kobaryo,Beyond,10.0,10,3.6.4
La'qryma of the Wasteland,DJ Noriken,Beyond,10.0,10,3.6.4
THE ULTIMACY,aran vs Massive New Krew,Future,9.8,9+,3.6.4
REKKA RESONANCE,REDALiCE vs Kobaryo,Present,8.9,8+,3.6.4
THE ULTIMACY,aran vs Massive New Krew,Present,7.0,7,3.6.4
REKKA RESONANCE,REDALiCE vs Kobaryo,Past,5.0,5,3.6.4
THE ULTIMACY,aran vs Massive New Krew,Past,3.0,3,3.6.4
Turbocharger,A/I,Future,9.0,9,3.6.2
Turbocharger,A/I,Present,6.0,6,3.6.2
Turbocharger,A/I,Past,2.5,2,3.6.2
Aegleseeker,Silentroom vs Frums,Future,11.2,11,3.6.0
Overwhelm,xi,Future,10.6,10,3.6.0
Löschen,BlackY feat. Risa Yuzuki,Future,10.2,10,3.6.0
Lost Civilization,Laur vs CK,Beyond,9.8,9+,3.6.0
Far Away Light,technoplanet feat. はるの & 黒沢ダイスケ,Future,9.8,9+,3.6.0
Vandalism,Ashrount,Future,9.7,9+,3.6.0
next to you,uma feat. 橘花音,Beyond,9.6,9,3.6.0
ΟΔΥΣΣΕΙΑ,Sober Bear,Future,9.5,9,3.6.0
Crystal Gravity,Tanchiky vs. siromaru,Future,9.4,9,3.6.0
Aegleseeker,Silentroom vs Frums,Present,9.1,9,3.6.0
Coastal Highway,Glitch Droids,Future,9.1,9,3.6.0
Paper Witch,Yu-dachi,Future,8.7,8+,3.6.0
Overwhelm,xi,Present,8.5,8,3.6.0
Far Away Light,technoplanet feat. はるの & 黒沢ダイスケ,Present,7.8,7+,3.6.0
ΟΔΥΣΣΕΙΑ,Sober Bear,Present,7.8,7+,3.6.0
Löschen,BlackY feat. Risa Yuzuki,Present,7.0,7,3.6.0
Vandalism,Ashrount,Present,7.0,7,3.6.0
Crystal Gravity,Tanchiky vs. siromaru,Present,6.5,6,3.6.0
Coastal Highway,Glitch Droids,Present,6.0,6,3.6.0
Aegleseeker,Silentroom vs Frums,Past,5.5,5,3.6.0
Paper Witch,Yu-dachi,Present,5.0,5,3.6.0
Overwhelm,xi,Past,5.0,5,3.6.0
Far Away Light,technoplanet feat. はるの & 黒沢ダイスケ,Past,4.5,4,3.6.0
ΟΔΥΣΣΕΙΑ,Sober Bear,Past,4.0,4,3.6.0
Crystal Gravity,Tanchiky vs. siromaru,Past,3.5,3,3.6.0
Löschen,BlackY feat. Risa Yuzuki,Past,3.5,3,3.6.0
Vandalism,Ashrount,Past,3.5,3,3.6.0
Coastal Highway,Glitch Droids,Past,3.0,3,3.6.0
Paper Witch,Yu-dachi,Past,2.0,2,3.6.0
Can I Friend You on Bassbook? Lol,かめりあ feat. ななひら,Future,9.3,9,3.5.4
Life is PIANO,Junk,Future,9.1,9,3.5.4
Can I Friend You on Bassbook? Lol,かめりあ feat. ななひら,Present,6.5,6,3.5.4
Life is PIANO,Junk,Present,6.0,6,3.5.4
Life is PIANO,Junk,Past,3.5,3,3.5.4
Can I Friend You on Bassbook? Lol,かめりあ feat. ななひら,Past,3.0,3,3.5.4
GIMME DA BLOOD,C-Show,Future,10.5,10,3.5.2
GIMME DA BLOOD,C-Show,Present,7.5,7,3.5.2
GIMME DA BLOOD,C-Show,Past,3.5,3,3.5.2
Bamboo,立秋 feat.ちょこ,Future,10.0,10,3.5.1
enchanted love,linear ring,Future,8.6,8,3.5.1
Bamboo,立秋 feat.ちょこ,Present,6.5,6,3.5.1
enchanted love,linear ring,Present,4.5,4,3.5.1
Bamboo,立秋 feat.ちょこ,Past,3.0,3,3.5.1
enchanted love,linear ring,Past,2.0,2,3.5.1
Misdeed -la bonté de Dieu et l'origine du mal-,光吉猛修 VS 穴山大輔,Future,10.9,10+,3.5.0
AttraqtiA,かめりあ,Future,10.6,10,3.5.0
Last Celebration,Laur vs CK,Future,10.4,10,3.5.0
Climax,USAO,Future,10.4,10,3.5.0
Glow,SPACELECTRO,Future,9.3,9,3.5.0
Misdeed -la bonté de Dieu et l'origine du mal-,光吉猛修 VS 穴山大輔,Present,8.5,8,3.5.0
AttraqtiA,かめりあ,Present,8.3,8,3.5.0
Climax,USAO,Present,7.8,7+,3.5.0
Glow,SPACELECTRO,Present,7.5,7,3.5.0
Last Celebration,Laur vs CK,Present,6.5,6,3.5.0
Misdeed -la bonté de Dieu et l'origine du mal-,光吉猛修 VS 穴山大輔,Past,5.5,5,3.5.0
Climax,USAO,Past,4.5,4,3.5.0
AttraqtiA,かめりあ,Past,4.0,4,3.5.0
Glow,SPACELECTRO,Past,4.0,4,3.5.0
Last Celebration,Laur vs CK,Past,3.5,3,3.5.0
AMAZING MIGHTYYYY!!!!,WAiKURO,Future,10.7,10+,3.4.1
Oshama Scramble!,t+pazolite,Future,10.0,10,3.4.1
7thSense,削除,Future,9.9,9+,3.4.1
Moonheart,翡乃イスカ,Beyond,9.7,9+,3.4.1
April showers,cubesato,Future,8.6,8,3.4.1
7thSense,削除,Present,7.8,7+,3.4.1
AMAZING MIGHTYYYY!!!!,WAiKURO,Present,7.8,7+,3.4.1
Oshama Scramble!,t+pazolite,Present,6.5,6,3.4.1
April showers,cubesato,Present,5.5,5,3.4.1
AMAZING MIGHTYYYY!!!!,WAiKURO,Past,4.5,4,3.4.1
Oshama Scramble!,t+pazolite,Past,3.5,3,3.4.1
7thSense,削除,Past,3.0,3,3.4.1
April showers,cubesato,Past,2.0,2,3.4.1
ω4,穴山大輔 VS 光吉猛修 VS Kai,Future,10.8,10+,3.4.0
Viyella's Tears,Laur,Future,10.3,10,3.4.0
Dazzle hop,Sampling Masters MEGA,Future,9.7,9+,3.4.0
Lazy Addiction,sky_delta,Future,9.6,9,3.4.0
Viyella's Tears,Laur,Present,7.8,7+,3.4.0
ω4,穴山大輔 VS 光吉猛修 VS Kai,Present,7.8,7+,3.4.0
Dazzle hop,Sampling Masters MEGA,Present,6.5,6,3.4.0
Lazy Addiction,sky_delta,Present,6.0,6,3.4.0
Viyella's Tears,Laur,Past,4.0,4,3.4.0
Dazzle hop,Sampling Masters MEGA,Past,3.5,3,3.4.0
ω4,穴山大輔 VS 光吉猛修 VS Kai,Past,3.5,3,3.4.0
Lazy Addiction,sky_delta,Past,2.5,2,3.4.0
To: Alice Liddell,モリモリあつし,Future,10.3,10,3.3.1
Heart Jackin',Yu_Asahina,Future,9.7,9+,3.3.1
Beside You,江口孝宏,Future,8.7,8+,3.3.1
To: Alice Liddell,モリモリあつし,Present,7.5,7,3.3.1
Beside You,江口孝宏,Present,6.0,6,3.3.1
Heart Jackin',Yu_Asahina,Present,5.5,5,3.3.1
To: Alice Liddell,モリモリあつし,Past,4.0,4,3.3.1
Heart Jackin',Yu_Asahina,Past,3.0,3,3.3.1
Beside You,江口孝宏,Past,2.5,2,3.3.1
Felis,M2U,Future,10.4,10,3.3.0
Purple Verse,Hommarju,Future,9.6,9,3.3.0
Alice à la mode,Masanori Akita,Future,9.2,9,3.3.0
Alice's Suitcase,Endorfin.,Future,9.1,9,3.3.0
Jump,Rasmus Faber,Future,9.0,9,3.3.0
Eccentric Tale,Yamajet,Future,8.4,8,3.3.0
Felis,M2U,Present,7.5,7,3.3.0
Purple Verse,Hommarju,Present,7.5,7,3.3.0
Alice à la mode,Masanori Akita,Present,6.5,6,3.3.0
Alice's Suitcase,Endorfin.,Present,6.0,6,3.3.0
Jump,Rasmus Faber,Present,6.0,6,3.3.0
Eccentric Tale,Yamajet,Present,5.5,5,3.3.0
Felis,M2U,Past,4.0,4,3.3.0
Jump,Rasmus Faber,Past,4.0,4,3.3.0
Purple Verse,Hommarju,Past,4.0,4,3.3.0
Alice's Suitcase,Endorfin.,Past,3.5,3,3.3.0
Alice à la mode,Masanori Akita,Past,2.5,2,3.3.0
Eccentric Tale,Yamajet,Past,2.0,2,3.3.0
Xanatos,Tatsh,Future,10.0,10,3.2.3
Lumia,sky_delta,Beyond,9.5,9,3.2.3
Xanatos,Tatsh,Present,7.5,7,3.2.3
Xanatos,Tatsh,Past,4.0,4,3.2.3
Xeraphinite,BlackY,Future,9.8,9+,3.2.2
Lapis,SHIKI,Future,9.4,9,3.2.2
Xeraphinite,BlackY,Present,7.5,7,3.2.2
Lapis,SHIKI,Present,6.0,6,3.2.2
Xeraphinite,BlackY,Past,3.0,3,3.2.2
Lapis,SHIKI,Past,2.0,2,3.2.2
Galaxy Friends,Kobaryo,Future,9.9,9+,3.2.1
CROSS†OVER,HyuN feat. LyuU,Future,9.4,9,3.2.1
CROSS†OVER,HyuN feat. LyuU,Present,6.5,6,3.2.1
Galaxy Friends,Kobaryo,Present,6.0,6,3.2.1
CROSS†OVER,HyuN feat. LyuU,Past,4.0,4,3.2.1
Galaxy Friends,Kobaryo,Past,3.5,3,3.2.1
BUCHiGiRE Berserker,REDALiCE vs MASAKI,Future,10.8,10+,3.2.0
Got hive of Ra,E.G.G.,Future,9.8,9+,3.2.0
BUCHiGiRE Berserker,REDALiCE vs MASAKI,Present,8.6,8,3.2.0
Got hive of Ra,E.G.G.,Present,6.5,6,3.2.0
BUCHiGiRE Berserker,REDALiCE vs MASAKI,Past,5.0,5,3.2.0
Got hive of Ra,E.G.G.,Past,3.0,3,3.2.0
Malicious Mischance,s-don,Future,10.2,10,3.1.2
Malicious Mischance,s-don,Present,7.8,7+,3.1.2
Malicious Mischance,s-don,Past,4.0,4,3.1.2
Dement ~after legend~,Cosmograph,Beyond,9.9,9+,3.1.0
BADTEK,EBIMAYO,Future,9.7,9+,3.1.0
Purgatorium,お月さま交響曲,Beyond,9.6,9,3.1.0
BADTEK,EBIMAYO,Present,7.0,7,3.1.0
BADTEK,EBIMAYO,Past,4.0,4,3.1.0
MAHOROBA,Zekk,Future,9.5,9,3.0.6
MAHOROBA,Zekk,Present,6.5,6,3.0.6
MAHOROBA,Zekk,Past,3.0,3,3.0.6
Teriqma,owl＊tree,Future,9.4,9,3.0.5
Teriqma,owl＊tree,Present,6.5,6,3.0.5
Teriqma,owl＊tree,Past,3.0,3,3.0.5
Scarlet Cage,Daisuke Kurosawa,Future,9.8,9+,3.0.3
Feels So Right feat. Renko,Mysteka,Future,9.3,9,3.0.3
Faint Light (Arcaea Edit),Taishi,Future,9.1,9,3.0.3
Scarlet Cage,Daisuke Kurosawa,Present,7.5,7,3.0.3
Feels So Right feat. Renko,Mysteka,Present,6.5,6,3.0.3
Faint Light (Arcaea Edit),Taishi,Present,6.0,6,3.0.3
Scarlet Cage,Daisuke Kurosawa,Past,4.0,4,3.0.3
Feels So Right feat. Renko,Mysteka,Past,3.5,3,3.0.3
Faint Light (Arcaea Edit),Taishi,Past,3.0,3,3.0.3
Tempestissimo,t+pazolite,Beyond,11.7,11,3.0.0
#1f1e33,かめりあ(EDP),Future,11.1,11,3.0.0
Dantalion,Team Grimoire,Future,10.8,10+,3.0.0
Tempestissimo,t+pazolite,Future,10.7,10+,3.0.0
Antagonism,Yooh vs. siromaru,Future,9.9,9+,3.0.0
Arcahv,Feryquitous,Future,9.9,9+,3.0.0
GOODTEK (Arcaea Edit),EBIMAYO,Beyond,9.8,9+,3.0.0
Lost Desire,Powerless feat. Sennzai,Future,9.8,9+,3.0.0
Altale,Sakuzyo,Future,9.8,9+,3.0.0
Black Lotus,wa.,Future,9.7,9+,3.0.0
Infinity Heaven,HyuN,Beyond,9.6,9,3.0.0
Fairytale,chitose,Beyond,9.5,9,3.0.0
Tempestissimo,t+pazolite,Present,9.5,9,3.0.0
Equilibrium,Maozon,Future,9.4,9,3.0.0
#1f1e33,かめりあ(EDP),Present,9.2,9,3.0.0
Vexaria,ak+q,Beyond,9.0,9,3.0.0
Give Me a Nightmare,アリスシャッハと魔法の楽団,Future,8.9,8+,3.0.0
Vivid Theory,ak+q,Future,8.8,8+,3.0.0
Gekka (Short Version),Nhato,Future,8.6,8,3.0.0
1F√,WHITEFISTS,Future,8.2,8,3.0.0
Dantalion,Team Grimoire,Present,8.2,8,3.0.0
Antagonism,Yooh vs. siromaru,Present,7.8,7+,3.0.0
Arcahv,Feryquitous,Present,7.8,7+,3.0.0
Lost Desire,Powerless feat. Sennzai,Present,7.8,7+,3.0.0
Tempestissimo,t+pazolite,Past,7.0,7,3.0.0
1F√,WHITEFISTS,Present,6.5,6,3.0.0
Black Lotus,wa.,Present,6.5,6,3.0.0
Equilibrium,Maozon,Present,6.5,6,3.0.0
Gekka (Short Version),Nhato,Present,6.5,6,3.0.0
Altale,Sakuzyo,Present,5.5,5,3.0.0
Give Me a Nightmare,アリスシャッハと魔法の楽団,Present,5.5,5,3.0.0
#1f1e33,かめりあ(EDP),Past,5.5,5,3.0.0
Vivid Theory,ak+q,Present,5.0,5,3.0.0
Dantalion,Team Grimoire,Past,5.0,5,3.0.0
Antagonism,Yooh vs. siromaru,Past,4.5,4,3.0.0
Arcahv,Feryquitous,Past,4.5,4,3.0.0
Gekka (Short Version),Nhato,Past,4.0,4,3.0.0
Lost Desire,Powerless feat. Sennzai,Past,4.0,4,3.0.0
Equilibrium,Maozon,Past,3.5,3,3.0.0
Give Me a Nightmare,アリスシャッハと魔法の楽団,Past,3.5,3,3.0.0
Black Lotus,wa.,Past,3.0,3,3.0.0
1F√,WHITEFISTS,Past,2.5,2,3.0.0
Altale,Sakuzyo,Past,2.5,2,3.0.0
Vivid Theory,ak+q,Past,2.0,2,3.0.0
corps-sans-organes,cybermiso,Future,10.6,10,2.6.0
amygdata,nitro,Future,9.7,9+,2.6.0
Oblivia,Saiph,Future,8.3,8,2.6.0
corps-sans-organes,cybermiso,Present,7.8,7+,2.6.0
amygdata,nitro,Present,7.5,7,2.6.0
Oblivia,Saiph,Present,5.0,5,2.6.0
corps-sans-organes,cybermiso,Past,4.5,4,2.6.0
amygdata,nitro,Past,4.0,4,2.6.0
Oblivia,Saiph,Past,3.5,3,2.6.0
BLRINK,Sta,Future,9.7,9+,2.5.3
BLRINK,Sta,Present,7.8,7+,2.5.3
BLRINK,Sta,Past,3.5,3,2.5.3
world.execute(me);,Mili,Future,8.0,8,2.5.2
world.execute(me);,Mili,Present,5.0,5,2.5.2
world.execute(me);,Mili,Past,3.5,3,2.5.2
SAIKYO STRONGER,REDALiCE vs USAO,Future,11.0,11,2.5.0
IZANA,t+pazolite vs P*Light,Future,10.3,10,2.5.0
Einherjar Joker,DJ Genki vs Gram,Future,9.8,9+,2.5.0
SAIKYO STRONGER,REDALiCE vs USAO,Present,9.4,9,2.5.0
La'qryma of the Wasteland,DJ Noriken,Future,9.1,9,2.5.0
IZANA,t+pazolite vs P*Light,Present,8.3,8,2.5.0
Einherjar Joker,DJ Genki vs Gram,Present,7.0,7,2.5.0
La'qryma of the Wasteland,DJ Noriken,Present,6.5,6,2.5.0
SAIKYO STRONGER,REDALiCE vs USAO,Past,5.5,5,2.5.0
IZANA,t+pazolite vs P*Light,Past,5.0,5,2.5.0
Einherjar Joker,DJ Genki vs Gram,Past,4.0,4,2.5.0
La'qryma of the Wasteland,DJ Noriken,Past,3.5,3,2.5.0
BATTLE NO.1,TANO*C Sound Team,Future,9.7,9+,2.4.9
BATTLE NO.1,TANO*C Sound Team,Present,6.5,6,2.4.9
BATTLE NO.1,TANO*C Sound Team,Past,3.5,3,2.4.9
Avant Raze,Sampling Masters MEGA,Future,9.6,9,2.4.7
Avant Raze,Sampling Masters MEGA,Present,6.5,6,2.4.7
Avant Raze,Sampling Masters MEGA,Past,3.5,3,2.4.7
Filament,Puru,Future,9.7,9+,2.4.5
Senkyou,MYTK,Future,8.7,8+,2.4.5
Filament,Puru,Present,7.8,7+,2.4.5
Senkyou,MYTK,Present,5.5,5,2.4.5
Filament,Puru,Past,4.5,4,2.4.5
Senkyou,MYTK,Past,3.0,3,2.4.5
Heavenly caress,Noah,Future,9.8,9+,2.4.3
Monochrome Princess,polysha,Future,9.7,9+,2.4.3
Monochrome Princess,polysha,Present,7.8,7+,2.4.3
Heavenly caress,Noah,Present,7.5,7,2.4.3
Monochrome Princess,polysha,Past,4.5,4,2.4.3
Heavenly caress,Noah,Past,3.5,3,2.4.3
GLORY：ROAD,uma vs. モリモリあつし,Future,10.5,10,2.4.0
FREEF4LL,YUKIYANAGI,Future,8.6,8,2.4.0
Diode,Kolaa,Future,8.1,8,2.4.0
FREEF4LL,YUKIYANAGI,Present,7.0,7,2.4.0
GLORY：ROAD,uma vs. モリモリあつし,Present,7.0,7,2.4.0
Diode,Kolaa,Present,5.5,5,2.4.0
GLORY：ROAD,uma vs. モリモリあつし,Past,4.5,4,2.4.0
FREEF4LL,YUKIYANAGI,Past,4.0,4,2.4.0
Diode,Kolaa,Past,2.5,2,2.4.0
Mirzam,Aoi vs. siqlo,Future,9.9,9+,2.3.2
Mirzam,Aoi vs. siqlo,Present,7.5,7,2.3.2
Mirzam,Aoi vs. siqlo,Past,4.0,4,2.3.2
Valhalla:0,Juggernaut.,Future,10.2,10,2.3.0
A Wandering Melody of Love,からとPαnchii少年 feat.はるの,Future,9.6,9,2.3.0
AI[UE]OON,MYUKKE.,Future,9.4,9,2.3.0
